TABLE_NAME	COLUMN_NAME	TYPE_NAME	LENGTH	ORDINAL_POSITION
EF_SchL_Processed	Tot4YTD	decimal	14	35
EF_SchL_Processed	OtherSpentYTD	decimal	14	36
EF_SchL_Processed	TotSpentYTD	decimal	14	37
EF_SchL_Processed	COHYTD	decimal	14	38
EF_SchL_Processed	RcptsYTD	decimal	14	39
EF_SchL_Processed	SubtotalYTD	decimal	14	40
EF_SchL_Processed	SpentYTD	decimal	14	41
EF_SchL_Processed	EndCashYTD	decimal	14	42
EF_SchE_Processed	FileName	varchar	16	1
EF_SchE_Processed	FormType	char	8	2
EF_SchE_Processed	FilerID	char	9	3
EF_SchE_Processed	TransID	varchar	20	4
EF_SchE_Processed	BackRefID	varchar	20	5
EF_SchE_Processed	BackRefSch	char	8	6
EF_SchE_Processed	EntType	char	3	7
EF_SchE_Processed	PayeeOrg	varchar	200	8
EF_SchE_Processed	PayeeLN	varchar	30	9
EF_SchE_Processed	PayeeFN	varchar	20	10
EF_SchE_Processed	PayeeMN	varchar	20	11
EF_SchE_Processed	PayeePrefix	varchar	10	12
EF_SchE_Processed	PayeeSuffix	varchar	10	13
EF_SchE_Processed	Street1	varchar	34	14
EF_SchE_Processed	Street2	varchar	34	15
EF_SchE_Processed	City	varchar	30	16
EF_SchE_Processed	State	char	2	17
EF_SchE_Processed	Zip	char	9	18
EF_SchE_Processed	ElecCode	char	5	19
EF_SchE_Processed	ElecOther	varchar	20	20
EF_SchE_Processed	DateExp	smalldatetime	16	21
EF_SchE_Processed	Amount	decimal	14	22
EF_SchE_Processed	DateDisburse	smalldatetime	20	23
EF_SchE_Processed	AmtYTD	decimal	14	24
EF_SchE_Processed	Descrip	varchar	100	25
EF_SchE_Processed	CatCode	char	3	26
EF_SchE_Processed	CmteID	char	9	27
EF_SchE_Processed	SupportOppose	char	1	28
EF_SchE_Processed	CandID	char	9	29
EF_SchE_Processed	CandLN	varchar	30	30
EF_SchE_Processed	CandFN	varchar	20	31
EF_SchE_Processed	CandMN	varchar	20	32
EF_SchE_Processed	CandPrefix	varchar	10	33
EF_SchE_Processed	CandSuffix	varchar	10	34
EF_SchE_Processed	CandOffice	char	1	35
EF_SchE_Processed	CandState	char	2	36
EF_SchE_Processed	District	char	2	37
EF_SchE_Processed	SignLN	varchar	30	38
EF_SchE_Processed	SignFN	varchar	20	39
EF_SchE_Processed	SignMN	varchar	20	40
EF_SchE_Processed	SignPrefix	varchar	10	41
EF_SchE_Processed	SignSuffix	varchar	10	42
EF_SchE_Processed	DateSign	smalldatetime	16	43
EF_SchE_Processed	Memocode	char	1	44
EF_SchE_Processed	MemoText	varchar	100	45
EF_SchF5_Processed	Filename	varchar	16	1
EF_SchF5_Processed	FormType	char	8	2
EF_SchF5_Processed	FilerID	char	9	3
EF_SchF5_Processed	EntType	char	3	4
EF_SchF5_Processed	Orgname	varchar	200	5
EF_SchF5_Processed	IndivLN	varchar	30	6
EF_SchF5_Processed	IndivFN	varchar	20	7
EF_SchF5_Processed	IndivMN	varchar	20	8
EF_SchF5_Processed	IndivPrefix	varchar	10	9
EF_SchF5_Processed	IndivSuffix	varchar	10	10
EF_SchF5_Processed	ChgAddr	char	1	11
EF_SchF5_Processed	Street1	varchar	34	12
EF_SchF5_Processed	Street2	varchar	34	13
EF_SchF5_Processed	City	varchar	30	14
EF_SchF5_Processed	State	char	2	15
EF_SchF5_Processed	Zip	char	9	16
EF_SchF5_Processed	Occup	varchar	38	17
EF_SchF5_Processed	Employer	varchar	38	18
EF_SchF5_Processed	RptCode	char	3	19
EF_SchF5_Processed	HourCode	char	2	20
EF_SchF5_Processed	OrigAmendDate	smalldatetime	16	21
EF_SchF5_Processed	DateFrom	smalldatetime	16	22
EF_SchF5_Processed	DateTo	smalldatetime	16	23
EF_SchF5_Processed	TotContrib	decimal	14	24
EF_SchF5_Processed	TotIndExp	decimal	14	25
EF_SchF5_Processed	SignerLN	varchar	30	26
EF_SchF5_Processed	SignerFN	varchar	20	27
EF_SchF5_Processed	SignerMN	varchar	20	28
EF_SchF5_Processed	SignerPrefix	varchar	10	29
EF_SchF5_Processed	SignerSuffix	varchar	10	30
EF_SchF5_Processed	DateSign	smalldatetime	16	31
EF_SchF56_Processed	Filename	varchar	16	1
EF_SchF56_Processed	FormType	char	8	2
EF_SchF56_Processed	FilerID	char	9	3
EF_SchF56_Processed	TransID	varchar	20	4
EF_SchF56_Processed	EntType	char	3	5
EF_SchF56_Processed	ContribOrg	varchar	200	6
EF_SchF56_Processed	ContribLN	varchar	30	7
EF_SchF56_Processed	ContribFN	varchar	20	8
EF_SchF56_Processed	ContribMN	varchar	20	9
EF_SchF56_Processed	ContribPrefix	varchar	10	10
EF_SchF56_Processed	ContribSuffix	varchar	10	11
EF_SchF56_Processed	Street1	varchar	34	12
EF_SchF56_Processed	Street2	varchar	34	13
EF_SchF56_Processed	City	varchar	30	14
EF_SchF56_Processed	State	char	2	15
EF_SchF56_Processed	Zip	char	9	16
EF_SchF56_Processed	CmteID	char	9	17
EF_SchF56_Processed	Date	smalldatetime	16	18
EF_SchF56_Processed	Amount	decimal	14	19
EF_SchF56_Processed	Employer	varchar	38	20
EF_SchF56_Processed	Occupation	varchar	38	21
EF_SchF57_Processed	Filename	varchar	16	1
EF_SchF57_Processed	FormType	char	8	2
EF_SchF57_Processed	FilerID	char	9	3
EF_SchF57_Processed	TransID	varchar	20	4
EF_SchF57_Processed	EntType	char	3	5
EF_SchF57_Processed	PayeeOrg	varchar	200	6
EF_SchF57_Processed	PayeeLN	varchar	30	7
EF_SchF57_Processed	PayeeFN	varchar	20	8
EF_SchF57_Processed	PayeeMN	varchar	20	9
EF_SchF57_Processed	PayeePrefix	varchar	10	10
EF_SchF57_Processed	PayeeSuffix	varchar	10	11
EF_SchF57_Processed	Street1	varchar	34	12
EF_SchF57_Processed	Street2	varchar	34	13
EF_SchF57_Processed	City	varchar	30	14
EF_SchF57_Processed	State	char	2	15
EF_SchF57_Processed	Zip	char	9	16
EF_SchF57_Processed	ElecCode	char	5	17
EF_SchF57_Processed	ElecOther	char	20	18
EF_SchF57_Processed	DateExp	smalldatetime	16	19
EF_SchF57_Processed	Amount	decimal	14	20
EF_SchF57_Processed	AmtYTD	decimal	14	21
EF_SchF57_Processed	ExpDesc	varchar	100	22
EF_SchF57_Processed	Catcode	char	3	23
EF_SchF57_Processed	PayeeCmteID	char	9	24
EF_SchF57_Processed	SupportOppose	char	1	25
EF_SchF57_Processed	CandID	char	9	26
EF_SchF57_Processed	CandLN	varchar	30	27
EF_SchF57_Processed	CandFN	varchar	20	28
EF_SchF57_Processed	CandMN	varchar	20	29
EF_SchF57_Processed	CandPrefix	varchar	10	30
EF_SchF57_Processed	CandSuffix	varchar	10	31
EF_SchF57_Processed	Office	char	1	32
EF_SchF57_Processed	CandState	char	2	33
EF_SchF57_Processed	District	char	2	34
EF_SchF3_Processed	Filename	varchar	16	1
EF_SchF3_Processed	FormType	char	4	2
EF_SchF3_Processed	FilerID	char	9	3
EF_SchF3_Processed	CmteName	varchar	200	4
EF_SchF3_Processed	ChgAddr	char	1	5
EF_SchF3_Processed	Street1	varchar	34	6
EF_SchF3_Processed	Street2	varchar	34	7
EF_SchF3_Processed	City	varchar	30	8
EF_SchF3_Processed	State	char	2	9
EF_SchF3_Processed	Zip	char	9	10
EF_SchF3_Processed	ElecState	char	2	11
EF_SchF3_Processed	ElecDist	char	2	12
EF_SchF3_Processed	RptCode	char	3	13
EF_SchF3_Processed	RptPGI	char	5	14
EF_SchF3_Processed	DateElec	smalldatetime	16	15
EF_SchF3_Processed	StElec	char	2	16
EF_SchF3_Processed	DateFrom	smalldatetime	16	17
EF_SchF3_Processed	DateTo	smalldatetime	16	18
EF_SchF3_Processed	TreasLN	varchar	30	19
EF_SchF3_Processed	TreasFN	varchar	20	20
EF_SchF3_Processed	TreasMN	varchar	20	21
EF_SchF3_Processed	TreasPrefix	varchar	50	22
EF_SchF3_Processed	TreasSuffix	varchar	50	23
EF_SchF3_Processed	DateSigned	smalldatetime	16	24
EF_SchF3_Processed	TotContrib	decimal	14	25
EF_SchF3_Processed	TotRef	decimal	14	26
EF_SchF3_Processed	NetContr	decimal	14	27
EF_SchF3_Processed	TotOpExp	decimal	14	28
EF_SchF3_Processed	TotOffset	decimal	14	29
EF_SchF3_Processed	NetOp	decimal	14	30
EF_SchF3_Processed	COH	decimal	14	31
EF_SchF3_Processed	DebtTo	decimal	14	32
EF_SchF3_Processed	DebtBy	decimal	14	33
EF_SchF3_Processed	IndItem	decimal	14	34
EF_SchF3_Processed	IndUnitem	decimal	14	35
EF_SchF3_Processed	IndTot	decimal	14	36
EF_SchF3_Processed	Party	decimal	14	37
EF_SchF3_Processed	OtherPol	decimal	14	38
EF_SchF3_Processed	Cand	decimal	14	39
EF_SchF3_Processed	TotContrib2	decimal	14	40
EF_SchF3_Processed	TransFrom	decimal	14	41
EF_SchF3_Processed	LoansCand	decimal	14	42
EF_SchF3_Processed	OtherLoan	decimal	14	43
EF_SchF3_Processed	TotLoan	decimal	14	44
EF_SchF3_Processed	OffOE	decimal	14	45
EF_SchF3_Processed	OthRcpts	decimal	14	46
EF_SchF3_Processed	TotRcpts	decimal	14	47
EF_SchF3_Processed	OpExp	decimal	14	48
EF_SchF3_Processed	TransTo	decimal	14	49
EF_SchF3_Processed	LoansCand2	decimal	14	50
EF_SchF3_Processed	LoanRepay	decimal	14	51
EF_SchF3_Processed	TotRepay	decimal	14	52
EF_SchF3_Processed	RefundInd	decimal	14	53
EF_SchF3_Processed	RefundPty	decimal	14	54
EF_SchF3_Processed	RefundOth	decimal	14	55
EF_SchF3_Processed	TotRefund	decimal	14	56
EF_SchF3_Processed	OthDisp	decimal	14	57
EF_SchF3_Processed	TotDisp	decimal	14	58
EF_SchF3_Processed	CashBeg	decimal	14	59
EF_SchF3_Processed	TotRcpts2	decimal	14	60
EF_SchF3_Processed	SubTot	decimal	14	61
EF_SchF3_Processed	TotDisp2	decimal	14	62
EF_SchF3_Processed	COHClose	decimal	14	63
EF_SchF3_Processed	TotContribYTD	decimal	14	64
EF_SchF3_Processed	TotContrRefYTD	decimal	14	65
EF_SchF3_Processed	NetContribYTD	decimal	14	66
EF_SchF3_Processed	TotOpExYTD	decimal	14	67
EF_SchF3_Processed	TotOffYTD	decimal	14	68
EF_SchF3_Processed	NetOpExYTD	decimal	14	69
EF_SchF3_Processed	IndItemYTD	decimal	14	70
EF_SchF3_Processed	IndUnitemYTD	decimal	14	71
EF_SchF3_Processed	IndTotYTD	decimal	14	72
EF_SchF3_Processed	PtyYTD	decimal	14	73
EF_SchF3_Processed	PacsYTD	decimal	14	74
EF_SchF3_Processed	CandYTD	decimal	14	75
EF_SchF3_Processed	TotContr2YTD	decimal	14	76
EF_SchF3_Processed	TranAuthYTD	decimal	14	77
EF_SchF3_Processed	LoanCanYTD	decimal	14	78
EF_SchF3_Processed	OthLoanYTD	decimal	14	79
EF_SchF3_Processed	TotLoanYTD	decimal	14	80
EF_SchF3_Processed	OffOpEx2YTD	decimal	14	81
EF_SchF3_Processed	OthRcptsYTD	decimal	14	82
EF_SchF3_Processed	TotRcptsYTD	decimal	14	83
EF_SchF3_Processed	OpEx2YTD	decimal	14	84
EF_SchF3_Processed	TransToAuthYTD	decimal	14	85
EF_SchF3_Processed	LoanRepaybyYTD	decimal	14	86
EF_SchF3_Processed	LoanRepayOthYTD	decimal	14	87
EF_SchF3_Processed	TotLoanRepayYTD	decimal	14	88
EF_SchF3_Processed	RefIndYTD	decimal	14	89
EF_SchF3_Processed	RefPtyYTD	decimal	14	90
EF_SchF3_Processed	RefOthYTD	decimal	14	91
EF_SchF3_Processed	TotContRefYTD	decimal	14	92
EF_SchF3_Processed	OthDispYTD	decimal	14	93
EF_SchF3_Processed	TotDispYTD	decimal	14	94
EF_SchF13_Processed	FileName	varchar	16	1
EF_SchF13_Processed	FormType	varchar	4	2
EF_SchF13_Processed	FilerID	varchar	9	3
EF_SchF13_Processed	CmteName	varchar	200	4
EF_SchF13_Processed	ChgAddr	char	1	5
EF_SchF13_Processed	Street1	varchar	34	6
EF_SchF13_Processed	Street2	varchar	34	7
EF_SchF13_Processed	City	varchar	30	8
EF_SchF13_Processed	State	varchar	2	9
EF_SchF13_Processed	Zip	decimal	14	10
EF_SchF13_Processed	RptCode	char	3	11
EF_SchF13_Processed	DateAmnd	smalldatetime	16	12
EF_SchF13_Processed	DateFrom	smalldatetime	16	13
EF_SchF13_Processed	DateTo	smalldatetime	16	14
EF_SchF13_Processed	TotalAccepted	decimal	14	15
EF_SchF13_Processed	TotalRefund	decimal	14	16
EF_SchF13_Processed	Net	decimal	14	17
EF_SchF13_Processed	OfficerLN	varchar	30	18
EF_SchF13_Processed	OfficerFN	varchar	20	19
EF_SchF13_Processed	OfficerMN	varchar	20	20
EF_SchF13_Processed	OfficerPrefix	varchar	10	21
EF_SchF13_Processed	OfficerSuffix	varchar	10	22
EF_SchF13_Processed	DateSign	smalldatetime	16	23
EF_SchF132_Processed	FileName	varchar	16	1
EF_SchF132_Processed	FormType	varchar	8	2
EF_SchF132_Processed	FilerID	varchar	9	3
EF_SchF132_Processed	TransID	varchar	20	4
EF_SchF132_Processed	BackRefID	varchar	20	5
EF_SchF132_Processed	BackRefSch	char	8	6
EF_SchF132_Processed	EntType	char	3	7
EF_SchF132_Processed	ContribOrg	varchar	200	8
EF_SchF132_Processed	ContibLN	varchar	30	9
EF_SchF132_Processed	ContribFN	varchar	20	10
EF_SchF132_Processed	ContribMN	varchar	20	11
EF_SchF132_Processed	ContribPrefix	varchar	10	12
EF_SchF132_Processed	ContribSuffix	varchar	10	13
EF_SchF132_Processed	Street1	varchar	34	14
EF_SchF132_Processed	Street2	varchar	34	15
EF_SchF132_Processed	City	varchar	30	16
EF_SchF132_Processed	State	varchar	2	17
EF_SchF132_Processed	Zip	varchar	9	18
EF_SchF132_Processed	Date	smalldatetime	16	19
EF_SchF132_Processed	Amount	decimal	14	20
EF_SchF132_Processed	AmntToDate	decimal	14	21
EF_SchF132_Processed	MemoCode	char	1	22
EF_SchF132_Processed	MemoText	varchar	100	23
EF_SchF76_Processed	Filename	varchar	16	1
EF_SchF76_Processed	FormType	char	8	2
EF_SchF76_Processed	FilerID	char	9	3
EF_SchF76_Processed	TransID	varchar	20	4
EF_SchF76_Processed	CommType	char	2	5
EF_SchF76_Processed	CommTypeDesc	varchar	40	6
EF_SchF76_Processed	CommClass	char	1	7
EF_SchF76_Processed	Date	smalldatetime	16	8
EF_SchF76_Processed	Cost	decimal	14	9
EF_SchF76_Processed	ElecCode	char	5	10
EF_SchF76_Processed	ElecOther	char	20	11
EF_SchF76_Processed	SupportOppose	char	1	12
EF_SchF76_Processed	CandID	char	9	13
EF_SchF76_Processed	CandLN	varchar	30	14
EF_SchF76_Processed	CandFN	varchar	20	15
EF_SchF76_Processed	CandMN	varchar	20	16
EF_SchF76_Processed	CandPrefix	varchar	10	17
EF_SchF76_Processed	CandSuffix	varchar	10	18
EF_SchF76_Processed	Office	char	1	19
EF_SchF76_Processed	CandState	char	2	20
EF_SchF76_Processed	District	char	2	21
EF_SchF133_Processed	FileName	varchar	16	1
EF_SchF133_Processed	FormType	varchar	8	2
EF_SchF133_Processed	FilerID	varchar	9	3
EF_SchF133_Processed	TransID	varchar	20	4
EF_SchF133_Processed	BackRefID	varchar	20	5
EF_SchF133_Processed	BackRefSch	char	8	6
EF_SchF133_Processed	EntType	char	3	7
EF_SchF133_Processed	ContribOrg	varchar	200	8
EF_SchF133_Processed	ContribLN	varchar	30	9
EF_SchF133_Processed	ContribFN	varchar	20	10
EF_SchF133_Processed	ContribMN	varchar	20	11
EF_SchF133_Processed	ContribPrefix	varchar	10	12
EF_SchF133_Processed	ContribSuffix	varchar	10	13
EF_SchF133_Processed	Street1	varchar	34	14
EF_SchF133_Processed	Street2	varchar	34	15
EF_SchF133_Processed	City	varchar	30	16
EF_SchF133_Processed	State	varchar	2	17
EF_SchF133_Processed	Zip	varchar	9	18
EF_SchF133_Processed	DateRefund	char	8	19
EF_SchF133_Processed	Amount	char	12	20
EF_SchF133_Processed	MemoCode	char	1	21
EF_SchF133_Processed	MemoText	varchar	100	22
EF_SchF3L_Processed	FileName	varchar	16	1
EF_SchF3L_Processed	FormType	varchar	4	2
EF_SchF3L_Processed	FilerID	varchar	9	3
EF_SchF3L_Processed	CmteName	varchar	200	4
EF_SchF3L_Processed	ChgAddr	char	1	5
EF_SchF3L_Processed	Street1	varchar	34	6
EF_SchF3L_Processed	Street2	varchar	34	7
EF_SchF3L_Processed	City	varchar	30	8
EF_SchF3L_Processed	State	varchar	2	9
EF_SchF3L_Processed	Zip	char	9	10
EF_SchF3L_Processed	ElecState	char	2	11
EF_SchF3L_Processed	ElecDist	char	2	12
EF_SchF3L_Processed	RptCode	char	3	13
EF_SchF3L_Processed	DateElec	smalldatetime	16	14
EF_SchF3L_Processed	StateElec	char	2	15
EF_SchF3L_Processed	Semi5cd	char	1	16
EF_SchF3L_Processed	DateFrom	smalldatetime	16	17
EF_SchF3L_Processed	DateTo	smalldatetime	16	18
EF_SchF3L_Processed	Semi6b	char	1	19
EF_SchF3L_Processed	Semi6b2	char	1	20
EF_SchF3L_Processed	QtrMnBundled	decimal	14	21
EF_SchF3L_Processed	SemiBundled	decimal	14	22
EF_SchF3L_Processed	TreasLN	varchar	30	23
EF_SchF3L_Processed	TreasFN	varchar	20	24
EF_SchF3L_Processed	TreasMN	varchar	20	25
EF_SchF3L_Processed	TreasPrefix	varchar	10	26
EF_SchF3L_Processed	TreasSuffix	varchar	10	27
EF_SchF3L_Processed	DateSign	smalldatetime	16	28
EF_SchF3P_Processed	Filename	varchar	16	1
EF_SchF3P_Processed	FormType	char	4	2
EF_SchF3P_Processed	FilerID	char	9	3
EF_SchF3P_Processed	CmteName	varchar	200	4
EF_SchF3P_Processed	ChgAddr	char	1	5
EF_SchF3P_Processed	Street1	varchar	34	6
EF_SchF3P_Processed	Street2	varchar	34	7
EF_SchF3P_Processed	City	varchar	30	8
EF_SchF3P_Processed	State	char	2	9
EF_SchF3P_Processed	Zip	char	9	10
EF_SchF3P_Processed	ActPrim	char	1	11
EF_SchF3P_Processed	ActGen	char	1	12
EF_SchF3P_Processed	RptCode	char	3	13
EF_SchF3P_Processed	RptPGI	char	5	14
EF_SchF3P_Processed	DateElec	smalldatetime	16	15
EF_SchF3P_Processed	StElec	char	2	16
EF_SchF3P_Processed	DateFrom	smalldatetime	16	17
EF_SchF3P_Processed	DateTo	smalldatetime	16	18
EF_SchF3P_Processed	TreasLN	varchar	30	19
EF_SchF3P_Processed	TreasFN	varchar	20	20
EF_SchF3P_Processed	TreasMN	varchar	20	21
EF_SchF3P_Processed	TreasPrefix	varchar	10	22
EF_SchF3P_Processed	TreasSuffix	varchar	10	23
EF_SchF3P_Processed	DateSign	smalldatetime	16	24
EF_SchF3P_Processed	COHBeg	decimal	14	25
EF_SchF3P_Processed	TotRcpts	decimal	14	26
EF_SchF3P_Processed	SubTot	decimal	14	27
EF_SchF3P_Processed	TotDisp	decimal	14	28
EF_SchF3P_Processed	COHEnd	decimal	14	29
EF_SchF3P_Processed	DebtTo	decimal	14	30
EF_SchF3P_Processed	DebtBy	decimal	14	31
EF_SchF3P_Processed	ExpLimits	decimal	14	32
EF_SchF3P_Processed	NetContrib	decimal	14	33
EF_SchF3P_Processed	NetOpEx	decimal	14	34
EF_SchF3P_Processed	FedFunds	decimal	14	35
EF_SchF3P_Processed	IndivsItem	decimal	14	36
EF_SchF3P_Processed	IndivsUnitem	decimal	14	37
EF_SchF3P_Processed	IndivsTotal	decimal	14	38
EF_SchF3P_Processed	Pty	decimal	14	39
EF_SchF3P_Processed	OthCmte	decimal	14	40
EF_SchF3P_Processed	Cand	decimal	14	41
EF_SchF3P_Processed	TotContrib	decimal	14	42
EF_SchF3P_Processed	TransAffil	decimal	14	43
EF_SchF3P_Processed	Recd	decimal	14	44
EF_SchF3P_Processed	OthLoan	decimal	14	45
EF_SchF3P_Processed	TotLoan	decimal	14	46
EF_SchF3P_Processed	Oper	decimal	14	47
EF_SchF3P_Processed	Fundr	decimal	14	48
EF_SchF3P_Processed	Legal	decimal	14	49
EF_SchF3P_Processed	TotExpOff	decimal	14	50
EF_SchF3P_Processed	OthRcpts	decimal	14	51
EF_SchF3P_Processed	TotRcpts2	decimal	14	52
EF_SchF3P_Processed	OpExp	decimal	14	53
EF_SchF3P_Processed	TransTo	decimal	14	54
EF_SchF3P_Processed	FundrExp	decimal	14	55
EF_SchF3P_Processed	LegalExmpt	decimal	14	56
EF_SchF3P_Processed	RepCand	decimal	14	57
EF_SchF3P_Processed	OtherRep	decimal	14	58
EF_SchF3P_Processed	TotRepay	decimal	14	59
EF_SchF3P_Processed	IndivsRef	decimal	14	60
EF_SchF3P_Processed	PartyRef	decimal	14	61
EF_SchF3P_Processed	OthRef	decimal	14	62
EF_SchF3P_Processed	TotContrRef	decimal	14	63
EF_SchF3P_Processed	OthDisp	decimal	14	64
EF_SchF3P_Processed	TotDisp2	decimal	14	65
EF_SchF3P_Processed	Liq	decimal	14	66
EF_SchF3P_Processed	AL	decimal	14	67
EF_SchF3P_Processed	AK	decimal	14	68
EF_SchF3P_Processed	AZ	decimal	14	69
EF_SchF3P_Processed	AR	decimal	14	70
EF_SchF3P_Processed	CA	decimal	14	71
EF_SchF3P_Processed	CO	decimal	14	72
EF_SchF3P_Processed	CT	decimal	14	73
EF_SchF3P_Processed	DE	decimal	14	74
EF_SchF3P_Processed	DC	decimal	14	75
EF_SchF3P_Processed	FL	decimal	14	76
EF_SchF3P_Processed	GA	decimal	14	77
EF_SchF3P_Processed	HI	decimal	14	78
EF_SchF3P_Processed	ID	decimal	14	79
EF_SchF3P_Processed	IL	decimal	14	80
EF_SchF3P_Processed	IN	decimal	14	81
EF_SchF3P_Processed	IA	decimal	14	82
EF_SchF3P_Processed	KS	decimal	14	83
EF_SchF3P_Processed	KY	decimal	14	84
EF_SchF3P_Processed	LA	decimal	14	85
EF_SchF3P_Processed	ME	decimal	14	86
EF_SchF3P_Processed	MD	decimal	14	87
EF_SchF3P_Processed	MA	decimal	14	88
EF_SchF3P_Processed	MI	decimal	14	89
EF_SchF3P_Processed	MN	decimal	14	90
EF_SchF3P_Processed	MS	decimal	14	91
EF_SchF3P_Processed	MO	decimal	14	92
EF_SchF3P_Processed	MT	decimal	14	93
EF_SchF3P_Processed	NE	decimal	14	94
EF_SchF3P_Processed	NV	decimal	14	95
EF_SchF3P_Processed	NH	decimal	14	96
EF_SchF3P_Processed	NJ	decimal	14	97
EF_SchF3P_Processed	NM	decimal	14	98
EF_SchF3P_Processed	NY	decimal	14	99
EF_SchF3P_Processed	NC	decimal	14	100
EF_SchF3P_Processed	ND	decimal	14	101
EF_SchF3P_Processed	OH	decimal	14	102
EF_SchF3P_Processed	OK	decimal	14	103
EF_SchF3P_Processed	OR	decimal	14	104
EF_SchF3P_Processed	PA	decimal	14	105
EF_SchF3P_Processed	RI	decimal	14	106
EF_SchF3P_Processed	SC	decimal	14	107
EF_SchF3P_Processed	SD	decimal	14	108
EF_SchF3P_Processed	TN	decimal	14	109
EF_SchF3P_Processed	TX	decimal	14	110
EF_SchF3P_Processed	UT	decimal	14	111
EF_SchF3P_Processed	VT	decimal	14	112
EF_SchF3P_Processed	VA	decimal	14	113
EF_SchF3P_Processed	WA	decimal	14	114
EF_SchF3P_Processed	WV	decimal	14	115
EF_SchF3P_Processed	WI	decimal	14	116
EF_SchF3P_Processed	WY	decimal	14	117
EF_SchF3P_Processed	PR	decimal	14	118
EF_SchF3P_Processed	GU	decimal	14	119
EF_SchF3P_Processed	VI	decimal	14	120
EF_SchF3P_Processed	TotState	decimal	14	121
EF_SchF3P_Processed	FedFundsYTD	decimal	14	122
EF_SchF3P_Processed	IndivsItemYTD	decimal	14	123
EF_SchF3P_Processed	IndivsUnitemYTD	decimal	14	124
EF_SchF3P_Processed	IndivsTotalYTD	decimal	14	125
EF_SchF3P_Processed	PtyYTD	decimal	14	126
EF_SchF3P_Processed	OthCmteYTD	decimal	14	127
EF_SchF3P_Processed	CandYTD	decimal	14	128
EF_SchF3P_Processed	TotContribYTD	decimal	14	129
EF_SchF3P_Processed	TransAffilYTD	decimal	14	130
EF_SchF3P_Processed	RecdYTD	decimal	14	131
EF_SchF3P_Processed	OthLoanYTD	decimal	14	132
EF_SchF3P_Processed	TotLoanYTD	decimal	14	133
EF_SchF3P_Processed	OperYTD	decimal	14	134
EF_SchF3P_Processed	FundrYTD	decimal	14	135
EF_SchF3P_Processed	LegalYTD	decimal	14	136
